200,42.35219955444336
400,44.61550712585449
600,50.405025482177734
800,59.29374694824219
1000,66.22004508972168
1200,67.64507293701172
1400,75.04105567932129
1600,77.43597030639648
1800,79.6201229095459
2000,83.08053016662598
2200,89.09082412719727
2400,93.66703033447266
2600,97.78404235839844
2800,105.13687133789062
3000,107.64217376708984
200,44.36779022216797
400,43.95294189453125
600,50.48942565917969
800,61.369895935058594
1000,61.661720275878906
1200,69.27967071533203
1400,72.79181480407715
1600,77.88467407226562
1800,79.34331893920898
2000,85.76178550720215
2200,86.72475814819336
2400,92.49138832092285
2600,98.68097305297852
2800,102.10323333740234
3000,108.83474349975586
200,41.76974296569824
400,46.38838768005371
600,49.62968826293945
800,60.12153625488281
1000,61.10119819641113
1200,66.75529479980469
1400,74.08022880554199
1600,75.08134841918945
1800,82.43155479431152
2000,82.19385147094727
2200,90.80696105957031
2400,94.21801567077637
2600,97.22709655761719
2800,101.73535346984863
3000,107.39254951477051
200,40.213823318481445
400,46.0817813873291
600,50.89974403381348
800,57.63721466064453
1000,61.45024299621582
1200,66.42794609069824
1400,71.9449520111084
1600,76.64227485656738
1800,82.11421966552734
2000,83.70542526245117
2200,90.9433364868164
2400,93.20235252380371
2600,97.85008430480957
2800,103.6837100982666
3000,105.03458976745605
200,41.72563552856445
400,47.51873016357422
600,51.7120361328125
800,61.93733215332031
1000,64.58330154418945
1200,65.54961204528809
1400,74.19896125793457
1600,74.86391067504883
1800,79.62203025817871
2000,83.28843116760254
2200,88.08541297912598
2400,92.51999855041504
2600,99.40767288208008
2800,103.0888557434082
3000,106.31465911865234
