200,561.16552734375
400,561.16552734375
600,573.8447265625
800,575.5390625
1000,577.248046875
1200,786.3359375
1400,788.04443359375
1600,789.7509765625
1800,1043.45458984375
2000,1045.5361328125
2200,1047.68505859375
2400,1252.2421875
2600,1254.86474609375
2800,1256.6962890625
3000,1472.1083984375
200,561.16552734375
400,561.16552734375
600,573.84521484375
800,575.53857421875
1000,577.2451171875
1200,786.3359375
1400,788.0419921875
1600,789.75048828125
1800,1043.455078125
2000,1045.5390625
2200,1047.68017578125
2400,1252.24462890625
2600,1254.865234375
2800,1256.69970703125
3000,1472.111328125
200,561.16552734375
400,561.16552734375
600,573.84716796875
800,575.53857421875
1000,577.2451171875
1200,786.3359375
1400,788.04443359375
1600,789.75048828125
1800,1043.45458984375
2000,1045.53955078125
2200,1047.68505859375
2400,1252.24462890625
2600,1254.86181640625
2800,1256.6962890625
3000,1472.1083984375
200,561.16552734375
400,561.16552734375
600,573.8447265625
800,575.53857421875
1000,577.2451171875
1200,786.333984375
1400,788.04443359375
1600,789.7509765625
1800,1043.44970703125
2000,1045.5361328125
2200,1047.6796875
2400,1252.24462890625
2600,1254.86474609375
2800,1256.69921875
3000,1472.1083984375
200,561.16552734375
400,561.16552734375
600,573.8447265625
800,575.5390625
1000,577.248046875
1200,786.3359375
1400,788.04248046875
1600,789.7509765625
1800,1043.45166015625
2000,1045.5361328125
2200,1047.6796875
2400,1252.24462890625
2600,1254.86181640625
2800,1256.6962890625
3000,1472.1083984375
