200,39.85261917114258
400,46.31447792053223
600,48.357486724853516
800,59.60845947265625
1000,63.72690200805664
1200,69.27847862243652
1400,74.38850402832031
1600,75.39987564086914
1800,82.59844779968262
2000,83.23931694030762
2200,87.60523796081543
2400,93.72401237487793
2600,97.28622436523438
2800,103.18899154663086
3000,106.536865234375
200,40.3447151184082
400,44.05832290649414
600,51.18966102600098
800,55.73606491088867
1000,66.07985496520996
1200,72.54576683044434
1400,74.01514053344727
1600,75.95181465148926
1800,79.89263534545898
2000,87.73136138916016
2200,89.84947204589844
2400,95.15738487243652
2600,101.27973556518555
2800,102.91743278503418
3000,107.10430145263672
200,46.32902145385742
400,49.065589904785156
600,49.50213432312012
800,55.96184730529785
1000,67.65890121459961
1200,69.7946548461914
1400,73.11320304870605
1600,77.7432918548584
1800,81.39491081237793
2000,93.27268600463867
2200,90.1334285736084
2400,94.42710876464844
2600,99.39265251159668
2800,101.26113891601562
3000,105.65853118896484
200,41.635990142822266
400,44.997215270996094
600,47.89161682128906
800,57.45196342468262
1000,64.71085548400879
1200,67.70110130310059
1400,73.39596748352051
1600,79.55455780029297
1800,80.15131950378418
2000,83.44268798828125
2200,88.66167068481445
2400,92.67306327819824
2600,101.18579864501953
2800,105.37576675415039
3000,106.94646835327148
200,42.89960861206055
400,45.64785957336426
600,51.68604850769043
800,58.442115783691406
1000,61.971426010131836
1200,69.52714920043945
1400,80.36446571350098
1600,75.74105262756348
1800,78.29737663269043
2000,86.04860305786133
2200,91.72582626342773
2400,93.00351142883301
2600,99.32255744934082
2800,101.33790969848633
3000,105.24940490722656
